date,loc_x,loc_y,soil_humidity(%),soil_temperature(°C),rain(mm/day),wind(km/d),daily_mean_temperature(°C),srad(MJ/(m2*day)),irrigation_amount(m3/mu),days_since_irrigation
2024-07-01,87.30014,44.21361,25.71666666666667,25.666666666666668,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30015,44.21341,21.84,27.22,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30017,44.2135,24.316666666666666,26.316666666666666,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30018,44.21343,26.28333333333333,25.083333333333332,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30019,44.21338,22.54,26.439999999999998,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30019,44.21359,21.266666666666666,26.633333333333336,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30021,44.2134,27.03333333333333,24.45,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30023,44.21349,19.95,26.3,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30024,44.2134,26.849999999999998,26.133333333333336,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30024,44.21359,24.566666666666666,25.599999999999998,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30026,44.21337,23.883333333333336,26.95,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30029,44.21354,20.15,26.575,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3003,44.21338,24.400000000000002,26.150000000000002,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30032,44.21359,26.3,25.016666666666666,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30542,44.218,28.566666666666666,25.733333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30544,44.2181,25.5,26.339999999999996,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30546,44.2182,33.28333333333333,28.183333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30548,44.2183,29.46666666666667,27.433333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3055,44.2184,31.15,27.0,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30552,44.218,35.14,26.54,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30552,44.2185,29.2,28.616666666666664,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30554,44.281,26.933333333333334,27.233333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30556,44.2182,27.666666666666668,26.733333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30558,44.2183,32.725,25.875,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30562,44.2185,29.400000000000002,26.96666666666667,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30564,44.2181,24.46666666666667,28.7,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30566,44.2182,33.416666666666664,25.416666666666668,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30568,44.2183,30.939999999999998,27.02,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3057,44.2184,31.32,26.68,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30572,44.2185,33.800000000000004,27.566666666666666,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30576,44.2182,29.75,25.983333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30578,44.2183,29.366666666666664,26.71666666666667,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3058,44.2184,32.583333333333336,25.266666666666666,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30582,44.218,26.8,24.8,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30582,44.2185,30.82,26.380000000000003,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30584,44.2181,28.275,26.95,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30588,44.2183,31.883333333333336,27.2,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3059,44.2184,29.433333333333334,27.433333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30592,44.218,31.516666666666666,26.083333333333332,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30592,44.2185,24.299999999999997,26.25,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30594,44.2181,30.2,24.6,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30596,44.2182,30.316666666666666,26.3,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30598,44.2183,32.983333333333334,26.933333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30606,44.2182,12.4,24.900000000000002,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30612,44.218,27.3,27.080000000000002,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30612,44.2185,34.416666666666664,26.683333333333334,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30618,44.2183,30.866666666666664,27.53333333333333,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.3062,44.2184,34.166666666666664,25.766666666666666,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30622,44.218,34.93333333333333,26.383333333333336,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.30622,44.2185,31.833333333333332,26.099999999999998,0.0,-99.0,27.8,20.2,0.0,2
2024-07-01,87.33026,44.21359,22.46666666666667,26.833333333333332,0.0,-99.0,27.8,20.2,0.0,2
2024-07-02,87.2998,44.21342,27.900000000000002,22.23913043478261,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29982,44.2134,27.077272727272728,22.61818181818182,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29983,44.21354,22.936363636363637,22.39090909090909,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29983,44.21361,25.214285714285715,21.557142857142857,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29984,44.21345,27.995652173913044,22.078260869565216,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29986,44.21342,28.617391304347827,22.308695652173913,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29986,44.21357,20.87391304347826,22.94782608695652,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29989,44.21343,24.008695652173916,22.02608695652174,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29989,44.21362,19.38695652173913,23.08695652173913,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29991,44.2134,28.630434782608695,23.143478260869564,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29992,44.21353,23.03478260869565,22.743478260869566,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29992,44.2136,22.715384615384615,22.907692307692308,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29993,44.21346,27.41304347826087,22.678260869565218,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29994,44.21343,26.104347826086954,22.582608695652173,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29996,44.21353,26.599999999999998,22.58695652173913,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29997,44.2136,22.86521739130435,22.782608695652176,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29998,44.21342,25.271428571428572,23.538095238095238,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29999,44.21353,20.5,22.51304347826087,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.29999,44.21361,19.247826086956522,22.321739130434782,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30001,44.21344,26.843478260869563,21.678260869565218,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30002,44.21356,25.369565217391305,21.59130434782609,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30004,44.21342,26.785714285714285,22.347619047619048,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30005,44.21351,14.127272727272727,22.13181818181818,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30006,44.21342,27.686363636363637,22.086363636363636,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30006,44.21351,25.55,22.691666666666666,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30009,44.21338,24.930434782608696,22.895652173913046,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30009,44.21343,21.152173913043477,23.13478260869565,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30009,44.2136,18.16521739130435,22.269565217391307,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3001,44.21356,17.59130434782609,22.695652173913043,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30012,44.2134,17.226086956521737,23.747826086956525,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30014,44.21351,18.905,22.535,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30014,44.21361,25.269565217391307,22.369565217391305,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30015,44.21341,21.786956521739132,23.09130434782609,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30017,44.2135,23.747826086956525,22.578260869565216,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30018,44.21343,26.333333333333332,22.276190476190475,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30019,44.21338,22.172727272727272,22.672727272727272,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30019,44.21359,21.943478260869565,22.76521739130435,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30021,44.2134,27.278260869565216,21.57391304347826,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30023,44.21349,20.176190476190477,22.571428571428573,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30024,44.2134,26.22608695652174,23.13913043478261,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30024,44.21359,24.15714285714286,22.60952380952381,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30026,44.21337,23.5,22.95714285714286,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30028,44.21342,19.919999999999998,21.16,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30029,44.21354,21.07391304347826,22.56086956521739,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3003,44.21338,24.09130434782609,22.7,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30032,44.21359,26.9,22.195454545454545,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30542,44.218,27.627272727272725,23.145454545454545,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30544,44.2181,23.45,23.27,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30546,44.2182,32.38636363636363,23.286363636363635,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30548,44.2183,28.115,24.035,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3055,44.2184,30.342857142857145,23.8,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30552,44.218,32.7,22.67142857142857,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30552,44.2185,27.821739130434782,23.12173913043478,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30554,44.281,25.686956521739127,23.53478260869565,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30556,44.2182,26.44782608695652,22.88695652173913,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30558,44.2183,31.04444444444444,22.905555555555555,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30562,44.2185,28.56086956521739,23.05217391304348,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30564,44.2181,24.117391304347827,24.543478260869566,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30566,44.2182,32.076190476190476,22.314285714285717,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30568,44.2183,30.36086956521739,23.2,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3057,44.2184,30.327777777777776,23.37777777777778,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30572,44.2185,32.46521739130435,24.047826086956523,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30576,44.2182,27.74,22.68,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30578,44.2183,28.182608695652174,23.63478260869565,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3058,44.2184,29.782608695652176,22.40869565217391,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30582,44.218,26.18095238095238,22.40952380952381,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30582,44.2185,28.721739130434784,22.813043478260873,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30584,44.2181,27.51,23.055,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30588,44.2183,30.682608695652174,23.88695652173913,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3059,44.2184,28.52777777777778,23.36111111111111,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30592,44.218,30.36521739130435,23.143478260869564,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30592,44.2185,23.235294117647058,22.988235294117647,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30594,44.2181,29.97,22.45,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30596,44.2182,29.72608695652174,23.01304347826087,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30598,44.2183,32.31739130434782,22.847826086956523,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30606,44.2182,12.66,21.43,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30612,44.218,28.578260869565216,23.73913043478261,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30612,44.2185,32.885714285714286,23.30952380952381,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30618,44.2183,30.495652173913044,23.70434782608696,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.3062,44.2184,33.073913043478264,22.917391304347827,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30622,44.218,33.75217391304348,22.2,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.30622,44.2185,30.51304347826087,23.047826086956523,0.4,-99.0,23.7,15.9,40.7,3
2024-07-02,87.33026,44.21359,23.757142857142856,22.771428571428572,0.4,-99.0,23.7,15.9,40.7,3
2024-07-03,87.2998,44.21342,28.706666666666667,20.753333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29982,44.2134,29.06,20.833333333333332,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29983,44.21354,26.42,20.7,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29983,44.21361,29.514285714285712,20.092857142857145,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29984,44.21345,29.02,20.666666666666668,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29986,44.21342,27.607692307692307,20.646153846153844,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29986,44.21357,22.433333333333334,20.706666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29989,44.21343,25.16,20.513333333333332,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29989,44.21362,21.69333333333333,20.459999999999997,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29991,44.2134,29.718181818181815,21.272727272727273,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29992,44.21353,24.458333333333332,21.125,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29992,44.2136,25.042857142857144,20.5,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29993,44.21346,29.006666666666668,20.706666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29994,44.21343,27.459999999999997,20.30666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29996,44.21353,29.066666666666666,20.8,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29997,44.2136,26.349999999999998,20.407142857142855,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29998,44.21342,26.5,20.753333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29999,44.21353,22.413333333333334,20.473333333333336,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.29999,44.21361,20.326666666666664,20.30666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30001,44.21344,28.023076923076925,20.00769230769231,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30002,44.21356,25.39333333333333,20.486666666666668,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30004,44.21342,26.92,20.813333333333333,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30005,44.21351,17.72142857142857,19.842857142857145,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30006,44.21342,28.459999999999997,20.720000000000002,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30006,44.21351,26.43,20.869999999999997,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30009,44.21338,25.36,20.540000000000003,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30009,44.21343,23.02,20.506666666666668,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30009,44.2136,19.446666666666665,20.113333333333333,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3001,44.21356,17.959999999999997,20.346666666666668,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30012,44.2134,21.45,20.957142857142856,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30014,44.21351,18.857142857142858,20.24285714285714,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30014,44.21361,26.55,20.392857142857142,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30015,44.21341,24.127272727272725,20.79090909090909,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30017,44.2135,25.14,20.18,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30018,44.21343,27.046666666666667,20.59333333333333,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30019,44.21338,23.515384615384615,20.084615384615386,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30019,44.21359,23.720000000000002,20.32,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30021,44.2134,28.173333333333336,20.266666666666666,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30023,44.21349,21.366666666666667,20.233333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30024,44.2134,26.44,21.10666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30024,44.21359,25.779999999999998,20.38,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30026,44.21337,24.259999999999998,20.546666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30028,44.21342,19.080000000000002,19.84,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30029,44.21354,22.473333333333336,20.68,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3003,44.21338,24.526666666666664,20.966666666666665,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30032,44.21359,29.066666666666666,20.673333333333336,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30542,44.218,27.226666666666667,21.78666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30544,44.2181,23.150000000000002,23.264285714285712,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30546,44.2182,32.146153846153844,23.76923076923077,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30548,44.2183,27.691666666666666,22.116666666666664,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3055,44.2184,30.76,21.64,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30552,44.218,32.18666666666667,21.44,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30552,44.2185,27.633333333333333,22.513333333333332,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30554,44.281,26.4,22.433333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30556,44.2182,25.95,21.564285714285713,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30558,44.2183,31.021428571428572,21.849999999999998,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30562,44.2185,28.75,22.435714285714287,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30564,44.2181,26.876923076923074,22.56153846153846,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30566,44.2182,31.78333333333333,21.55,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30568,44.2183,29.866666666666667,21.759999999999998,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3057,44.2184,30.05,21.8,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30572,44.2185,32.08,23.06,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30576,44.2182,27.323076923076922,21.36923076923077,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30578,44.2183,27.793333333333333,21.866666666666667,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3058,44.2184,29.4,22.06,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30582,44.218,25.718181818181815,21.181818181818183,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30582,44.2185,27.62142857142857,21.885714285714283,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30584,44.2181,29.458333333333332,21.416666666666668,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30588,44.2183,30.60909090909091,22.072727272727274,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3059,44.2184,28.28,21.84,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30592,44.218,29.793333333333337,21.7,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30592,44.2185,23.400000000000002,23.900000000000002,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30594,44.2181,31.389999999999997,21.080000000000002,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30596,44.2182,29.608333333333334,21.40833333333333,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30598,44.2183,32.63076923076923,22.299999999999997,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30606,44.2182,17.299999999999997,21.62222222222222,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30612,44.218,34.375,21.608333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30612,44.2185,32.614285714285714,22.25714285714286,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30618,44.2183,29.60666666666667,22.073333333333334,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.3062,44.2184,32.663636363636364,20.60909090909091,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30622,44.218,33.34615384615385,21.13076923076923,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.30622,44.2185,30.607142857142858,21.435714285714287,0.0,-99.0,26.65,27.9,0.0,1
2024-07-03,87.33026,44.21359,26.220000000000002,20.5,0.0,-99.0,26.65,27.9,0.0,1
2024-07-04,87.2998,44.21342,25.54,23.4,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29982,44.2134,25.919999999999998,24.14,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29983,44.21354,20.259999999999998,23.76,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29983,44.21361,22.675,23.275,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29984,44.21345,25.660000000000004,23.78,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29986,44.21342,25.880000000000003,23.380000000000003,0.0,-99.0,27.85,26.7,0.0,2
2024-07-04,87.29986,44.21357,19.119999999999997,24.1,0.0,-99.0,27.85,26.7,0.0,2
